ID,Title,Related requirements,Category,Severity,Resource type,AWS Config rule,Schedule type,Parameters,Description
SSM.2,Amazon EC2 instances managed by Systems Manager should have a patch compliance status of COMPLIANT after a patch installation,"PCI DSS v3.2.1/6.2, NIST.800-53.r5 CM-8(3), NIST.800-53.r5 SI-2, NIST.800-53.r5 SI-2(2), NIST.800-53.r5 SI-2(3), NIST.800-53.r5 SI-2(4), NIST.800-53.r5 SI-2(5)",Detect > Detection services,High,AWS::SSM::PatchCompliance,ec2-managedinstance-patch-compliance-status-check,Change triggered,None, This control checks whether the compliance status of Systems Manager patch compliance is   COMPLIANT   or   NON_COMPLIANT   after the patch installation on the instance. The control fails if the compliance status is   NON_COMPLIANT   . The control only checks instances that are managed by Systems Manager Patch Manager. Patching your EC2 instances as required by your organization reduces the attack surface of your AWS accounts.
SSM.3,Amazon EC2 instances managed by Systems Manager should have an association compliance status of COMPLIANT,"PCI DSS v3.2.1/2.4, NIST.800-53.r5 CA-9(1), NIST.800-53.r5 CM-2, NIST.800-53.r5 CM-2(2), NIST.800-53.r5 CM-8, NIST.800-53.r5 CM-8(1), NIST.800-53.r5 CM-8(3), NIST.800-53.r5 SI-2(3)",Detect > Detection services,Low,AWS::SSM::AssociationCompliance,ec2-managedinstance-association-compliance-status-check,Change triggered,None," This control checks whether the status of the AWS Systems Manager association compliance is   COMPLIANT   or   NON_COMPLIANT   after the association is run on an instance. The control fails if the association compliance status is   NON_COMPLIANT   . A State Manager association is a configuration that is assigned to your managed instances. The configuration defines the state that you want to maintain on your instances. For example, an association can specify that antivirus software must be installed and running on your instances or that certain ports must be closed. After you create one or more State Manager associations, compliance status information is immediately available to you. You can view the compliance status in the console or in response to AWS CLI commands or corresponding Systems Manager API actions. For associations, Configuration Compliance shows the compliance status (   Compliant   or   Non-compliant   ). It also shows the severity level assigned to the association, such as   Critical   or   Medium   . To learn more about State Manager association compliance, see   About State Manager association compliance   in the   AWS Systems Manager User Guide   ."
SSM.4,SSM documents should not be public,"NIST.800-53.r5 AC-21, NIST.800-53.r5 AC-3, NIST.800-53.r5 AC-3(7), NIST.800-53.r5 AC-4, NIST.800-53.r5 AC-4(21), NIST.800-53.r5 AC-6, NIST.800-53.r5 SC-7, NIST.800-53.r5 SC-7(11), NIST.800-53.r5 SC-7(16), NIST.800-53.r5 SC-7(20), NIST.800-53.r5 SC-7(21), NIST.800-53.r5 SC-7(3), NIST.800-53.r5 SC-7(4), NIST.800-53.r5 SC-7(9)",Protect > Secure network configuration > Resources not publicly accessible,Critical,AWS::SSM::Document,ssm-document-not-public,Periodic,None," This control checks whether AWS Systems Manager documents that are owned by the account are public. This control fails if SSM documents with the owner   Self   are public. SSM documents that are public might allow unintended access to your documents. A public SSM document can expose valuable information about your account, resources, and internal processes. Unless your use case requires public sharing, we recommend that you block public sharing setting for Systems Manager documents that are owned by   Self   ."
StepFunctions.1,Step Functions state machines should have logging turned on,,Identify > Logging,Medium,AWS::StepFunctions::StateMachine,step-functions-state-machine-logging-enabled,Change triggered,," This controls checks whether an AWS Step Functions state machine has logging turned on. The control fails if a state machine doesn't have logging turned on. If you provide a custom value for the   logLevel   parameter, the control passes only if the state machine has the specified logging level turned on. Monitoring helps you maintain the reliability, availability, and performance of Step Functions. You should collect as much monitoring data from the AWS services that you use so you can more easily debug multi-point failures. Having a logging configuration defined for your Step Functions state machines allows for you to track execution history and results in Amazon CloudWatch Logs. Optionally, you can track only errors or fatal events."
WAF.1,AWS WAF Classic Global Web ACL logging should be enabled,"NIST.800-53.r5 AC-4(26), NIST.800-53.r5 AU-10, NIST.800-53.r5 AU-12, NIST.800-53.r5 AU-2, NIST.800-53.r5 AU-3, NIST.800-53.r5 AU-6(3), NIST.800-53.r5 AU-6(4), NIST.800-53.r5 CA-7, NIST.800-53.r5 SC-7(9), NIST.800-53.r5 SI-7(8)",Identify > Logging,Medium,AWS::WAF::WebACL,waf-classic-logging-enabled,Periodic,None," This control checks whether logging is enabled for an AWS WAF global web ACL. This control fails if logging is not enabled for the web ACL. Logging is an important part of maintaining the reliability, availability, and performance of AWS WAF globally. It is a business and compliance requirement in many organizations, and allows you to troubleshoot application behavior. It also provides detailed information about the traffic that is analyzed by the web ACL that is attached to AWS WAF."
WAF.2,AWS WAF Classic Regional rules should have at least one condition,"NIST.800-53.r5 AC-4(21), NIST.800-53.r5 SC-7, NIST.800-53.r5 SC-7(11), NIST.800-53.r5 SC-7(16), NIST.800-53.r5 SC-7(21)",Protect > Secure network configuration,Medium,AWS::WAFRegional::Rule,waf-regional-rule-not-empty,Change triggered,None," This control checks whether an AWS WAF Regional rule has at least one condition. The control fails if no conditions are present within a rule. A WAF Regional rule can contain multiple conditions. The rule's conditions allow for traffic inspection and take a defined action (allow, block, or count). Without any conditions, the traffic passes without inspection. A WAF Regional rule with no conditions, but with a name or tag suggesting allow, block, or count, could lead to the wrong assumption that one of those actions is occurring."
WAF.3,AWS WAF Classic Regional rule groups should have at least one rule,"NIST.800-53.r5 AC-4(21), NIST.800-53.r5 SC-7, NIST.800-53.r5 SC-7(11), NIST.800-53.r5 SC-7(16), NIST.800-53.r5 SC-7(21)",Protect > Secure network configuration,Medium,AWS::WAFRegional::RuleGroup,waf-regional-rulegroup-not-empty,Change triggered,None," This control checks whether an AWS WAF Regional rule group has at least one rule. The control fails if no rules are present within a rule group. A WAF Regional rule group can contain multiple rules. The rule's conditions allow for traffic inspection and take a defined action (allow, block, or count). Without any rules, the traffic passes without inspection. A WAF Regional rule group with no rules, but with a name or tag suggesting allow, block, or count, could lead to the wrong assumption that one of those actions is occurring."
WAF.4,AWS WAF Classic Regional web ACLs should have at least one rule or rule group,"NIST.800-53.r5 CA-9(1), NIST.800-53.r5 CM-2",Protect > Secure network configuration,Medium,AWS::WAFRegional::WebACL,waf-regional-webacl-not-empty,Change triggered,None," This control checks whether an AWS WAF Classic Regional web ACL contains any WAF rules or WAF rule groups. This control fails if a web ACL does not contain any WAF rules or rule groups. A WAF Regional web ACL can contain a collection of rules and rule groups that inspect and control web requests. If a web ACL is empty, the web traffic can pass without being detected or acted upon by WAF depending on the default action."
WAF.6,AWS WAF Classic global rules should have at least one condition,"NIST.800-53.r5 CA-9(1), NIST.800-53.r5 CM-2",Protect > Secure network configuration,Medium,AWS::WAF::Rule,waf-global-rule-not-empty,Change triggered,None," This control checks whether an AWS WAF global rule contains any conditions. The control fails if no conditions are present within a rule. A WAF global rule can contain multiple conditions. A rule's conditions allow for traffic inspection and take a defined action (allow, block, or count). Without any conditions, the traffic passes without inspection. A WAF global rule with no conditions, but with a name or tag suggesting allow, block, or count, could lead to the wrong assumption that one of those actions is occurring."
WAF.7,AWS WAF Classic global rule groups should have at least one rule,"NIST.800-53.r5 CA-9(1), NIST.800-53.r5 CM-2",Protect > Secure network configuration,Medium,AWS::WAF::RuleGroup,waf-global-rulegroup-not-empty,Change triggered,None," This control checks whether an AWS WAF global rule group has at least one rule. The control fails if no rules are present within a rule group. A WAF global rule group can contain multiple rules. The rule's conditions allow for traffic inspection and take a defined action (allow, block, or count). Without any rules, the traffic passes without inspection. A WAF global rule group with no rules, but with a name or tag suggesting allow, block, or count, could lead to the wrong assumption that one of those actions is occurring."
WAF.8,AWS WAF Classic global web ACLs should have at least one rule or rule group,"NIST.800-53.r5 AC-4(21), NIST.800-53.r5 SC-7, NIST.800-53.r5 SC-7(11), NIST.800-53.r5 SC-7(16), NIST.800-53.r5 SC-7(21)",Protect > Secure network configuration,Medium,AWS::WAF::WebACL,waf-global-webacl-not-empty,Change triggered,None," This control checks whether an AWS WAF global web ACL contains at least one WAF rule or WAF rule group. The control fails if a web ACL does not contain any WAF rules or rule groups. A WAF global web ACL can contain a collection of rules and rule groups that inspect and control web requests. If a web ACL is empty, the web traffic can pass without being detected or acted upon by WAF depending on the default action."
WAF.10,AWS WAF web ACLs should have at least one rule or rule group,"NIST.800-53.r5 CA-9(1), NIST.800-53.r5 CM-2",Protect > Secure network configuration,Medium,AWS::WAFv2::WebACL,wafv2-webacl-not-empty,Change triggered,None," This control checks whether an AWS WAFV2 web access control list (web ACL) contains at least one rule or rule group. The control fails if a web ACL does not contain any rules or rule groups. A web ACL gives you fine-grained control over all of the HTTP(S) web requests that your protected resource responds to. A web ACL should contain a collection of rules and rule groups that inspect and control web requests. If a web ACL is empty, the web traffic can pass without being detected or acted upon by AWS WAF depending on the default action."
WAF.11,AWS WAF web ACL logging should be enabled,"NIST.800-53.r5 AC-4(26), NIST.800-53.r5 AU-10, NIST.800-53.r5 AU-12, NIST.800-53.r5 AU-2, NIST.800-53.r5 AU-3, NIST.800-53.r5 AU-6(3), NIST.800-53.r5 AU-6(4), NIST.800-53.r5 CA-7, NIST.800-53.r5 SC-7(10), NIST.800-53.r5 SC-7(9), NIST.800-53.r5 SI-7(8)",Identify > Logging,Low,AWS::WAFv2::WebACL,wafv2-logging-enabled,Periodic,None," This control checks whether logging is activated for an AWS WAFV2 web access control list (web ACL). This control fails if logging is deactivated for the web ACL. Logging maintains the reliability, availability, and performance of AWS WAF. In addition, logging is a business and compliance requirement in many organizations. By logging traffic that's analyzed by your web ACL, you can troubleshoot application behavior."
WAF.12,AWS WAF rules should have CloudWatch metrics enabled,"NIST.800-53.r5 AC-4(26), NIST.800-53.r5 AU-10, NIST.800-53.r5 AU-12, NIST.800-53.r5 AU-2, NIST.800-53.r5 AU-3, NIST.800-53.r5 AU-6(3), NIST.800-53.r5 AU-6(4), NIST.800-53.r5 CA-7, NIST.800-53.r5 SC-7(10), NIST.800-53.r5 SC-7(9), NIST.800-53.r5 SI-7(8)",Identify > Logging,Medium,AWS::WAFv2::RuleGroup,wafv2-rulegroup-logging-enabled,Change triggered,None, This control checks whether an AWS WAF rule or rule group has Amazon CloudWatch metrics enabled. The control fails if the rule or rule group doesn't have CloudWatch metrics enabled. Configuring CloudWatch metrics on AWS WAF rules and rule groups provides visibility into traffic flow. You can see which ACL rules are triggered and which requests are accepted and blocked. This visibility can help you identify malicious activity on your associated resources.
